,card_materials,card_patterns,card_bitpoints,card_drift,card_mana,card_ingot,dragon_allhorns,dragon_wings,dragon_eye_colors,dragon_gatget,dragon_skin_texture
2175,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2176,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2177,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2178,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2179,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2180,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2181,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2182,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2183,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2184,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2185,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2186,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2187,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2188,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2189,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2190,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2191,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2192,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2193,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2194,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2195,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2196,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2197,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2198,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2199,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2200,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2201,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2202,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2203,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2204,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2205,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2206,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2207,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2208,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2209,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2210,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2211,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2212,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2213,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2214,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2215,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2216,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2217,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2218,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2219,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2220,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2221,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2222,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2223,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2224,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2225,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2226,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2227,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2228,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2229,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2230,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2231,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2232,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2233,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2234,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2235,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2236,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2237,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2238,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2239,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2240,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2241,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2242,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2243,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2244,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2245,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2246,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2247,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2248,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2249,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2250,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2251,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2252,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2253,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2254,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2255,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2256,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2257,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2258,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2259,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2260,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2261,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2262,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2263,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2264,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2265,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2266,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2267,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2268,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2269,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2270,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2271,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2272,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2273,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2274,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2275,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2276,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2277,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2278,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2279,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2280,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2281,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2282,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2283,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2284,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2285,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2286,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2287,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2288,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2289,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2290,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2291,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2292,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2293,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2294,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2295,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2296,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2297,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2298,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2299,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2300,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2301,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2302,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2303,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2304,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2305,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2306,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2307,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2308,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2309,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2310,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2311,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2312,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2313,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2314,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2315,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2316,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2317,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2318,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2319,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2320,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2321,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2322,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2323,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2324,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2325,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2326,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2327,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2328,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2329,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2330,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2331,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2332,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2333,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2334,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2335,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2336,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2337,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2338,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2339,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2340,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2341,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2342,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2343,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2344,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2345,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2346,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2347,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2348,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2349,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2350,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2351,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2352,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2353,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2354,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2355,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2356,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2357,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2358,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2359,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2360,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2361,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2362,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2363,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2364,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2365,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2366,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2367,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2368,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2369,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2370,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2371,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2372,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2373,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2374,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2375,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2376,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2377,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2378,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2379,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2380,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2381,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2382,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2383,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2384,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2385,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2386,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2387,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2388,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2389,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2390,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2391,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2392,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2393,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2394,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2395,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2396,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2397,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2398,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2399,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2400,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2401,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2402,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2403,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2404,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2405,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2406,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2407,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2408,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2409,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2410,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2411,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2412,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2413,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2414,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2415,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2416,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2417,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2418,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2419,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2420,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2421,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2422,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2423,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2424,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2425,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2426,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2427,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2428,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2429,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2430,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2431,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2432,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2433,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2434,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2435,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2436,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2437,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2438,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2439,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2440,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2441,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2442,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2443,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2444,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2445,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2446,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2447,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2448,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2449,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2450,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2451,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2452,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2453,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2454,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2455,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2456,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2457,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2458,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2459,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2460,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2461,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2462,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2463,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2464,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2465,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2466,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2467,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2468,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2469,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
